id,ime,gorovje,visina,ogledi,priljubljenost,stevilo_poti
2398,Turška peč,"Strojna, Košenjak, Kozjak in Slovenske gorice",612,521,21,2
2399,Petnikov vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",603,215515,65,1
2400,Sv. Urban nad Mariborom,"Strojna, Košenjak, Kozjak in Slovenske gorice",595,316019,75,7
2401,Stari grad nad Radljami ob Dravi (Mahrenberg),"Strojna, Košenjak, Kozjak in Slovenske gorice",576,2610,35,1
2402,Sv. Križ (Gaj nad Mariborom),"Strojna, Košenjak, Kozjak in Slovenske gorice",575,282032,71,3
2403,Sv. Janez Nepomuk (Šent Janž pri Radljah),"Strojna, Košenjak, Kozjak in Slovenske gorice",550,203,12,2
2404,Sveti Križ pri Dravogradu,"Strojna, Košenjak, Kozjak in Slovenske gorice",528,2200,33,1
2405,Plački vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",510,256281,69,3
2406,Župank,"Strojna, Košenjak, Kozjak in Slovenske gorice",508,1380,29,1
2407,Sedelnikov slap,"Strojna, Košenjak, Kozjak in Slovenske gorice",500,4421,40,1
2408,Grmada (pri Vurberku),"Strojna, Košenjak, Kozjak in Slovenske gorice",460,759,24,2
2409,Grmada (pri Vurberku) - jugovzhodni vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",457,515,21,2
2410,Turistična kmetija Dreisiebner (Srce med vinogradi),"Strojna, Košenjak, Kozjak in Slovenske gorice",450,477,20,3
2411,Grad Vurberk,"Strojna, Košenjak, Kozjak in Slovenske gorice",427,1060,27,3
2412,Samotni bor,"Strojna, Košenjak, Kozjak in Slovenske gorice",426,152407,59,1
2413,Čajžič,"Strojna, Košenjak, Kozjak in Slovenske gorice",421,315,16,2
2414,Vavtošek,"Strojna, Košenjak, Kozjak in Slovenske gorice",418,70,4,1
2415,Marija Snežna (Zgornja Velka),"Strojna, Košenjak, Kozjak in Slovenske gorice",407,222,13,1
2416,Sv. Janez Krstnik (Janževa Gora),"Strojna, Košenjak, Kozjak in Slovenske gorice",404,265,14,2
2417,Izvir Rebra,"Strojna, Košenjak, Kozjak in Slovenske gorice",390,68,3,1
2418,Kalvarija (cerkev svete Barbare),"Strojna, Košenjak, Kozjak in Slovenske gorice",375,4170,39,1
2419,Zavrh v Slovenskih goricah,"Strojna, Košenjak, Kozjak in Slovenske gorice",370,380233,81,5
2420,Kapela sv. Rozalije na Samotnem boru,"Strojna, Košenjak, Kozjak in Slovenske gorice",370,713,24,1
2421,Sveta Ana v Slovenskih goricah,"Strojna, Košenjak, Kozjak in Slovenske gorice",358,877,26,2
2422,Beli vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",355,378,17,1
2423,Gomila,"Strojna, Košenjak, Kozjak in Slovenske gorice",352,4420,40,9
2424,Gorca,"Strojna, Košenjak, Kozjak in Slovenske gorice",347,163448,60,1
2425,Gradišče Novine,"Strojna, Košenjak, Kozjak in Slovenske gorice",346,266,14,3
2426,Cerkvenjak,"Strojna, Košenjak, Kozjak in Slovenske gorice",341,549,21,2
2427,Jeruzalem,"Strojna, Košenjak, Kozjak in Slovenske gorice",338,343363,77,11
2428,Puhov muzej (Sakušak),"Strojna, Košenjak, Kozjak in Slovenske gorice",334,218,13,1
2429,Kogel (Litmerk),"Strojna, Košenjak, Kozjak in Slovenske gorice",330,233,13,2
2430,Kostanj,"Strojna, Košenjak, Kozjak in Slovenske gorice",325,257,14,2
2431,Zeleno okno,"Strojna, Košenjak, Kozjak in Slovenske gorice",325,332,16,3
2432,Kog,"Strojna, Košenjak, Kozjak in Slovenske gorice",316,388,18,2
2433,Razgledna točka Kapela,"Strojna, Košenjak, Kozjak in Slovenske gorice",312,1290,29,3
2434,Kapela sv. Družine (Runeč),"Strojna, Košenjak, Kozjak in Slovenske gorice",311,172,11,2
2435,Piramida (nad Gornjo Radgono),"Strojna, Košenjak, Kozjak in Slovenske gorice",310,1670,31,2
2436,Svetinje,"Strojna, Košenjak, Kozjak in Slovenske gorice",310,584,22,1
2437,Ostragova,"Strojna, Košenjak, Kozjak in Slovenske gorice",309,387,18,1
2438,Norički vrh,"Strojna, Košenjak, Kozjak in Slovenske gorice",303,811,25,1
2439,Hum pri Ormožu,"Strojna, Košenjak, Kozjak in Slovenske gorice",300,496,20,1
2440,Turistično izletniška kmetija Sirk,"Strojna, Košenjak, Kozjak in Slovenske gorice",298,147,10,2
2441,Sveti Trije Kralji v Slovenskih goricah,"Strojna, Košenjak, Kozjak in Slovenske gorice",296,502,20,2
2442,Sveti Andraž (Vitomarci),"Strojna, Košenjak, Kozjak in Slovenske gorice",296,360,17,2
2443,Rojstna hiša Stanka Vraza,"Strojna, Košenjak, Kozjak in Slovenske gorice",293,462,20,2
2444,Sveta Trojica v Slovenskih goricah,"Strojna, Košenjak, Kozjak in Slovenske gorice",291,1630,30,2
2445,Grad Cmurek,"Strojna, Košenjak, Kozjak in Slovenske gorice",290,241,13,2
2446,Grad Negova,"Strojna, Košenjak, Kozjak in Slovenske gorice",289,1400,29,3
2447,Sveti Rupert (Spodnja Voličina),"Strojna, Košenjak, Kozjak in Slovenske gorice",286,48,2,2
2448,Koča v naši grabi,"Strojna, Košenjak, Kozjak in Slovenske gorice",283,351,17,1
2449,Sveta Trojica (Mala Nedelja),"Strojna, Košenjak, Kozjak in Slovenske gorice",280,401,18,1
2450,Črni križ pri Hrastovcu,"Strojna, Košenjak, Kozjak in Slovenske gorice",280,158,10,2
2451,Skrivališče konjev,"Strojna, Košenjak, Kozjak in Slovenske gorice",278,234,13,1
2452,Radgonski grad,"Strojna, Košenjak, Kozjak in Slovenske gorice",267,452,19,3
2453,Sveti Duh (Stara Gora),"Strojna, Košenjak, Kozjak in Slovenske gorice",262,604,22,2
2454,Turistična kmetija Amur,"Strojna, Košenjak, Kozjak in Slovenske gorice",260,1660,31,2
2455,Rimsko gomilno grobišče v Anželovem gozdu,"Strojna, Košenjak, Kozjak in Slovenske gorice",260,373,17,1
2456,Lovska koča LD Negova (Zeleni gaj),"Strojna, Košenjak, Kozjak in Slovenske gorice",256,276,14,1
2457,Kapela sv. Marije (Radehova),"Strojna, Košenjak, Kozjak in Slovenske gorice",251,189,12,1
2458,Perniško jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",246,203,12,1
2459,Jezero Komarnik,"Strojna, Košenjak, Kozjak in Slovenske gorice",236,421,19,4
2460,Trojiško jezero (Gradiško jezero),"Strojna, Košenjak, Kozjak in Slovenske gorice",234,2430,34,1
2461,Jezero Radehova,"Strojna, Košenjak, Kozjak in Slovenske gorice",233,454,19,1
2462,Sveti Miklavž (Miklavž pri Ormožu),"Strojna, Košenjak, Kozjak in Slovenske gorice",232,316,16,1
2463,Ribnik Gosijak,"Strojna, Košenjak, Kozjak in Slovenske gorice",225,321,16,1
2464,Grad Branek (Mallegg),"Strojna, Košenjak, Kozjak in Slovenske gorice",225,121,8,1
2465,Blaguško jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",220,1850,31,2
2466,Ptujsko jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",218,420,18,1
2467,Lovsko zavetišče LD Mala Nedelja,"Strojna, Košenjak, Kozjak in Slovenske gorice",215,155,10,1
2468,Lisjakova struga,"Strojna, Košenjak, Kozjak in Slovenske gorice",206,442,19,1
2469,Ormoške lagune,"Strojna, Košenjak, Kozjak in Slovenske gorice",188,313,15,2
2470,Gajševsko jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",186,156,10,1
2471,Ormoško jezero,"Strojna, Košenjak, Kozjak in Slovenske gorice",186,308,15,1
2472,Babičev mlin na Muri,"Strojna, Košenjak, Kozjak in Slovenske gorice",182,1843,31,2
2473,Gramoznica Krapje,"Strojna, Košenjak, Kozjak in Slovenske gorice",180,61,3,1
2474,Brod na Muri (Melinci),"Strojna, Košenjak, Kozjak in Slovenske gorice",175,196876,63,1
2475,Razkriški kot (sotočje Mure in Ščavnice),"Strojna, Košenjak, Kozjak in Slovenske gorice",169,585,22,2
